,Time,LTCUSDT,COMPUSDT
4794,2023-06-07 18:45:00,89.08,31.99
4795,2023-06-07 18:46:00,88.87,31.98
4796,2023-06-07 18:47:00,88.88,31.98
4797,2023-06-07 18:48:00,88.84,31.97
4798,2023-06-07 18:49:00,88.83,31.97
4799,2023-06-07 18:50:00,88.77,31.92
4800,2023-06-07 18:51:00,88.74,31.93
4801,2023-06-07 18:52:00,88.82,31.96
4802,2023-06-07 18:53:00,88.74,31.96
4803,2023-06-07 18:54:00,88.79,31.96
4804,2023-06-07 18:55:00,88.79,31.94
4805,2023-06-07 18:56:00,88.79,31.96
4806,2023-06-07 18:57:00,88.83,31.98
4807,2023-06-07 18:58:00,88.82,31.97
4808,2023-06-07 18:59:00,88.76,31.97
4809,2023-06-07 19:00:00,88.71,31.91
4810,2023-06-07 19:01:00,88.71,31.94
4811,2023-06-07 19:02:00,88.7,31.93
4812,2023-06-07 19:03:00,88.74,31.95
4813,2023-06-07 19:04:00,88.75,31.93
4814,2023-06-07 19:05:00,88.72,31.93
4815,2023-06-07 19:06:00,88.78,31.91
4816,2023-06-07 19:07:00,88.76,31.96
4817,2023-06-07 19:08:00,88.81,31.97
4818,2023-06-07 19:09:00,88.89,32.0
4819,2023-06-07 19:10:00,88.78,31.97
4820,2023-06-07 19:11:00,88.72,31.98
4821,2023-06-07 19:12:00,88.65,32.0
4822,2023-06-07 19:13:00,88.75,32.05
4823,2023-06-07 19:14:00,88.88,32.04
4824,2023-06-07 19:15:00,88.81,32.06
4825,2023-06-07 19:16:00,88.78,32.04
4826,2023-06-07 19:17:00,88.86,32.07
4827,2023-06-07 19:18:00,88.85,32.08
4828,2023-06-07 19:19:00,88.84,32.08
4829,2023-06-07 19:20:00,88.87,32.08
4830,2023-06-07 19:21:00,88.78,32.07
4831,2023-06-07 19:22:00,88.79,32.09
4832,2023-06-07 19:23:00,88.76,32.09
4833,2023-06-07 19:24:00,88.71,32.1
4834,2023-06-07 19:25:00,88.73,32.11
4835,2023-06-07 19:26:00,88.66,32.08
4836,2023-06-07 19:27:00,88.63,32.1
4837,2023-06-07 19:28:00,88.72,32.1
4838,2023-06-07 19:29:00,88.68,32.09
4839,2023-06-07 19:30:00,88.72,32.1
4840,2023-06-07 19:31:00,88.69,32.11
4841,2023-06-07 19:32:00,88.68,32.11
4842,2023-06-07 19:33:00,88.66,32.11
4843,2023-06-07 19:34:00,88.76,32.11
4844,2023-06-07 19:35:00,88.66,32.13
4845,2023-06-07 19:36:00,88.73,32.11
4846,2023-06-07 19:37:00,88.74,32.11
4847,2023-06-07 19:38:00,88.76,32.13
4848,2023-06-07 19:39:00,88.79,32.12
4849,2023-06-07 19:40:00,88.75,32.11
4850,2023-06-07 19:41:00,88.78,32.11
4851,2023-06-07 19:42:00,88.82,32.11
4852,2023-06-07 19:43:00,88.73,32.08
4853,2023-06-07 19:44:00,88.77,32.07
4854,2023-06-07 19:45:00,88.71,32.06
4855,2023-06-07 19:46:00,88.74,32.06
4856,2023-06-07 19:47:00,88.72,31.99
4857,2023-06-07 19:48:00,88.66,31.97
4858,2023-06-07 19:49:00,88.62,31.98
4859,2023-06-07 19:50:00,88.59,31.98
4860,2023-06-07 19:51:00,88.57,31.99
4861,2023-06-07 19:52:00,88.59,31.99
4862,2023-06-07 19:53:00,88.67,32.03
4863,2023-06-07 19:54:00,88.7,32.03
4864,2023-06-07 19:55:00,88.73,32.03
4865,2023-06-07 19:56:00,88.6,32.04
4866,2023-06-07 19:57:00,88.63,32.04
4867,2023-06-07 19:58:00,88.7,32.04
4868,2023-06-07 19:59:00,88.6,32.02
4869,2023-06-07 20:00:00,88.59,32.04
4870,2023-06-07 20:01:00,88.54,32.0
4871,2023-06-07 20:02:00,88.45,31.97
4872,2023-06-07 20:03:00,88.51,31.98
4873,2023-06-07 20:04:00,88.57,31.98
4874,2023-06-07 20:05:00,88.58,31.96
4875,2023-06-07 20:06:00,88.57,31.95
4876,2023-06-07 20:07:00,88.57,31.93
4877,2023-06-07 20:08:00,88.49,31.88
4878,2023-06-07 20:09:00,88.52,31.87
4879,2023-06-07 20:10:00,88.51,31.85
4880,2023-06-07 20:11:00,88.56,31.87
4881,2023-06-07 20:12:00,88.64,31.94
4882,2023-06-07 20:13:00,88.66,31.94
4883,2023-06-07 20:14:00,88.59,31.94
4884,2023-06-07 20:15:00,88.67,31.93
4885,2023-06-07 20:16:00,88.72,31.93
4886,2023-06-07 20:17:00,88.63,31.96
4887,2023-06-07 20:18:00,88.56,31.96
4888,2023-06-07 20:19:00,88.51,31.9
4889,2023-06-07 20:20:00,88.55,31.93
4890,2023-06-07 20:21:00,88.59,31.93
4891,2023-06-07 20:22:00,88.7,31.94
4892,2023-06-07 20:23:00,88.62,31.94
4893,2023-06-07 20:24:00,88.61,31.95
4894,2023-06-07 20:25:00,88.61,31.94
4895,2023-06-07 20:26:00,88.62,31.93
4896,2023-06-07 20:27:00,88.62,31.93
4897,2023-06-07 20:28:00,88.64,31.95
4898,2023-06-07 20:29:00,88.71,31.95
4899,2023-06-07 20:30:00,88.69,31.98
4900,2023-06-07 20:31:00,88.67,31.98
4901,2023-06-07 20:32:00,88.68,31.98
4902,2023-06-07 20:33:00,88.63,31.96
4903,2023-06-07 20:34:00,88.64,31.96
4904,2023-06-07 20:35:00,88.7,31.98
4905,2023-06-07 20:36:00,88.75,31.98
4906,2023-06-07 20:37:00,88.64,31.98
4907,2023-06-07 20:38:00,88.68,31.98
4908,2023-06-07 20:39:00,88.73,31.96
4909,2023-06-07 20:40:00,88.76,31.97
4910,2023-06-07 20:41:00,88.82,31.97
4911,2023-06-07 20:42:00,88.84,32.03
4912,2023-06-07 20:43:00,88.85,32.03
4913,2023-06-07 20:44:00,88.86,32.03
4914,2023-06-07 20:45:00,88.79,32.06
4915,2023-06-07 20:46:00,88.71,32.03
4916,2023-06-07 20:47:00,88.63,32.03
4917,2023-06-07 20:48:00,88.64,31.99
4918,2023-06-07 20:49:00,88.64,31.98
4919,2023-06-07 20:50:00,88.7,32.02
4920,2023-06-07 20:51:00,88.87,32.04
4921,2023-06-07 20:52:00,88.84,32.05
4922,2023-06-07 20:53:00,88.86,32.06
4923,2023-06-07 20:54:00,88.74,32.06
4924,2023-06-07 20:55:00,88.72,32.03
4925,2023-06-07 20:56:00,88.75,32.03
4926,2023-06-07 20:57:00,88.76,32.03
4927,2023-06-07 20:58:00,88.83,32.03
4928,2023-06-07 20:59:00,88.8,32.04
4929,2023-06-07 21:00:00,88.77,32.01
4930,2023-06-07 21:01:00,88.77,32.04
4931,2023-06-07 21:02:00,88.72,32.04
4932,2023-06-07 21:03:00,88.66,31.99
4933,2023-06-07 21:04:00,88.63,31.98
4934,2023-06-07 21:05:00,88.65,31.99
4935,2023-06-07 21:06:00,88.69,31.99
4936,2023-06-07 21:07:00,88.73,31.99
4937,2023-06-07 21:08:00,88.77,31.99
4938,2023-06-07 21:09:00,88.66,32.01
4939,2023-06-07 21:10:00,88.73,31.98
4940,2023-06-07 21:11:00,88.8,31.99
4941,2023-06-07 21:12:00,88.7,31.97
4942,2023-06-07 21:13:00,88.6,31.93
4943,2023-06-07 21:14:00,88.49,31.92
4944,2023-06-07 21:15:00,88.49,31.9
4945,2023-06-07 21:16:00,88.61,31.92
4946,2023-06-07 21:17:00,88.66,31.93
4947,2023-06-07 21:18:00,88.73,31.96
4948,2023-06-07 21:19:00,88.69,31.96
4949,2023-06-07 21:20:00,88.81,31.94
4950,2023-06-07 21:21:00,88.83,31.95
4951,2023-06-07 21:22:00,88.75,31.91
4952,2023-06-07 21:23:00,88.72,31.91
4953,2023-06-07 21:24:00,88.65,31.89
4954,2023-06-07 21:25:00,88.64,31.88
4955,2023-06-07 21:26:00,88.73,31.91
4956,2023-06-07 21:27:00,88.76,31.9
4957,2023-06-07 21:28:00,88.8,31.94
4958,2023-06-07 21:29:00,88.78,31.94
4959,2023-06-07 21:30:00,88.86,31.94
4960,2023-06-07 21:31:00,88.86,31.95
4961,2023-06-07 21:32:00,88.91,31.97
4962,2023-06-07 21:33:00,88.96,31.96
4963,2023-06-07 21:34:00,89.13,31.98
4964,2023-06-07 21:35:00,89.16,32.03
4965,2023-06-07 21:36:00,89.15,32.01
4966,2023-06-07 21:37:00,89.09,32.01
4967,2023-06-07 21:38:00,89.11,31.97
4968,2023-06-07 21:39:00,89.08,31.96
4969,2023-06-07 21:40:00,89.03,31.95
4970,2023-06-07 21:41:00,88.93,31.95
4971,2023-06-07 21:42:00,89.02,31.9
4972,2023-06-07 21:43:00,89.08,31.9
4973,2023-06-07 21:44:00,89.09,31.9
4974,2023-06-07 21:45:00,89.21,31.94
4975,2023-06-07 21:46:00,89.18,31.94
4976,2023-06-07 21:47:00,89.13,31.93
4977,2023-06-07 21:48:00,89.03,31.9
4978,2023-06-07 21:49:00,89.06,31.9
4979,2023-06-07 21:50:00,89.06,31.91
4980,2023-06-07 21:51:00,89.05,31.93
4981,2023-06-07 21:52:00,88.96,31.94
4982,2023-06-07 21:53:00,88.92,31.94
4983,2023-06-07 21:54:00,88.96,31.94
4984,2023-06-07 21:55:00,88.84,31.94
4985,2023-06-07 21:56:00,88.9,31.93
4986,2023-06-07 21:57:00,88.83,31.93
4987,2023-06-07 21:58:00,88.85,31.93
4988,2023-06-07 21:59:00,88.83,31.93
4989,2023-06-07 22:00:00,88.82,31.92
4990,2023-06-07 22:01:00,88.81,31.92
4991,2023-06-07 22:02:00,88.91,31.91
4992,2023-06-07 22:03:00,88.93,31.91
4993,2023-06-07 22:04:00,88.86,31.94
4994,2023-06-07 22:05:00,88.77,31.92
4995,2023-06-07 22:06:00,88.84,31.92
4996,2023-06-07 22:07:00,88.81,31.9
4997,2023-06-07 22:08:00,88.76,31.85
4998,2023-06-07 22:09:00,88.51,31.78
4999,2023-06-07 22:10:00,88.59,31.83
5000,2023-06-07 22:11:00,88.79,31.88
5001,2023-06-07 22:12:00,88.78,31.88
5002,2023-06-07 22:13:00,88.9,31.91
5003,2023-06-07 22:14:00,88.95,31.93
5004,2023-06-07 22:15:00,88.99,31.91
5005,2023-06-07 22:16:00,89.0,31.89
5006,2023-06-07 22:17:00,89.03,31.92
5007,2023-06-07 22:18:00,89.04,31.92
5008,2023-06-07 22:19:00,89.05,31.92
5009,2023-06-07 22:20:00,89.06,31.92
5010,2023-06-07 22:21:00,89.08,31.89
5011,2023-06-07 22:22:00,89.13,31.91
5012,2023-06-07 22:23:00,89.15,31.92
5013,2023-06-07 22:24:00,89.15,31.91
5014,2023-06-07 22:25:00,89.06,31.91
5015,2023-06-07 22:26:00,89.06,31.91
5016,2023-06-07 22:27:00,89.24,31.97
5017,2023-06-07 22:28:00,89.22,31.97
5018,2023-06-07 22:29:00,89.23,31.96
5019,2023-06-07 22:30:00,89.17,31.96
5020,2023-06-07 22:31:00,89.09,31.95
5021,2023-06-07 22:32:00,89.19,31.95
5022,2023-06-07 22:33:00,89.21,31.96
5023,2023-06-07 22:34:00,89.16,31.95
5024,2023-06-07 22:35:00,89.23,31.97
5025,2023-06-07 22:36:00,89.14,31.91
5026,2023-06-07 22:37:00,89.21,31.93
5027,2023-06-07 22:38:00,89.18,31.92
5028,2023-06-07 22:39:00,88.94,31.9
5029,2023-06-07 22:40:00,88.83,31.83
5030,2023-06-07 22:41:00,88.94,31.84
5031,2023-06-07 22:42:00,88.82,31.86
5032,2023-06-07 22:43:00,88.73,31.79
5033,2023-06-07 22:44:00,88.92,31.81
5034,2023-06-07 22:45:00,88.93,31.81
5035,2023-06-07 22:46:00,88.95,31.81
5036,2023-06-07 22:47:00,88.91,31.79
5037,2023-06-07 22:48:00,88.88,31.79
5038,2023-06-07 22:49:00,88.87,31.79
5039,2023-06-07 22:50:00,88.85,31.8
5040,2023-06-07 22:51:00,88.84,31.8
5041,2023-06-07 22:52:00,88.81,31.78
5042,2023-06-07 22:53:00,88.69,31.73
5043,2023-06-07 22:54:00,88.55,31.66
5044,2023-06-07 22:55:00,88.61,31.7
5045,2023-06-07 22:56:00,88.39,31.65
5046,2023-06-07 22:57:00,88.35,31.65
5047,2023-06-07 22:58:00,88.2,31.62
5048,2023-06-07 22:59:00,88.1,31.59
5049,2023-06-07 23:00:00,88.25,31.65
5050,2023-06-07 23:01:00,88.37,31.66
5051,2023-06-07 23:02:00,88.38,31.65
5052,2023-06-07 23:03:00,88.4,31.65
5053,2023-06-07 23:04:00,88.44,31.65
5054,2023-06-07 23:05:00,88.45,31.7
5055,2023-06-07 23:06:00,88.49,31.73
5056,2023-06-07 23:07:00,88.52,31.72
5057,2023-06-07 23:08:00,88.61,31.73
5058,2023-06-07 23:09:00,88.69,31.78
5059,2023-06-07 23:10:00,88.72,31.8
5060,2023-06-07 23:11:00,88.47,31.78
5061,2023-06-07 23:12:00,88.48,31.77
5062,2023-06-07 23:13:00,88.59,31.81
5063,2023-06-07 23:14:00,88.69,31.81
5064,2023-06-07 23:15:00,88.66,31.82
5065,2023-06-07 23:16:00,88.78,31.86
5066,2023-06-07 23:17:00,88.85,31.88
5067,2023-06-07 23:18:00,88.76,31.87
5068,2023-06-07 23:19:00,88.84,31.87
5069,2023-06-07 23:20:00,88.69,31.87
5070,2023-06-07 23:21:00,88.74,31.87
5071,2023-06-07 23:22:00,88.66,31.83
5072,2023-06-07 23:23:00,88.66,31.83
5073,2023-06-07 23:24:00,88.6,31.83
5074,2023-06-07 23:25:00,88.49,31.8
5075,2023-06-07 23:26:00,88.52,31.8
5076,2023-06-07 23:27:00,88.44,31.76
5077,2023-06-07 23:28:00,88.41,31.8
5078,2023-06-07 23:29:00,88.42,31.76
5079,2023-06-07 23:30:00,88.45,31.76
5080,2023-06-07 23:31:00,88.56,31.79
5081,2023-06-07 23:32:00,88.46,31.8
5082,2023-06-07 23:33:00,88.5,31.9
5083,2023-06-07 23:34:00,88.41,31.98
5084,2023-06-07 23:35:00,88.33,31.97
5085,2023-06-07 23:36:00,88.28,31.92
5086,2023-06-07 23:37:00,88.21,31.88
5087,2023-06-07 23:38:00,88.31,31.91
5088,2023-06-07 23:39:00,88.25,31.92
5089,2023-06-07 23:40:00,88.23,31.92
5090,2023-06-07 23:41:00,88.17,31.91
5091,2023-06-07 23:42:00,88.2,31.92
5092,2023-06-07 23:43:00,88.16,31.93
5093,2023-06-07 23:44:00,88.2,31.93
5094,2023-06-07 23:45:00,88.36,31.94
5095,2023-06-07 23:46:00,88.37,31.97
5096,2023-06-07 23:47:00,88.38,31.97
5097,2023-06-07 23:48:00,88.29,31.97
5098,2023-06-07 23:49:00,88.24,31.95
5099,2023-06-07 23:50:00,88.26,31.96
5100,2023-06-07 23:51:00,88.23,31.96
5101,2023-06-07 23:52:00,88.31,32.01
5102,2023-06-07 23:53:00,88.23,32.01
5103,2023-06-07 23:54:00,88.26,31.98
5104,2023-06-07 23:55:00,88.16,31.98
5105,2023-06-07 23:56:00,88.17,31.98
5106,2023-06-07 23:57:00,88.28,32.01
5107,2023-06-07 23:58:00,88.3,32.01
5108,2023-06-07 23:59:00,88.26,32.0
5109,2023-06-08 00:00:00,88.37,32.0
5110,2023-06-08 00:01:00,88.46,32.02
5111,2023-06-08 00:02:00,88.49,32.0
5112,2023-06-08 00:03:00,88.57,32.02
5113,2023-06-08 00:04:00,88.54,32.02
5114,2023-06-08 00:05:00,88.4,32.02
5115,2023-06-08 00:06:00,88.38,32.02
5116,2023-06-08 00:07:00,88.47,32.03
5117,2023-06-08 00:08:00,88.37,32.04
5118,2023-06-08 00:09:00,88.42,32.04
5119,2023-06-08 00:10:00,88.29,32.02
5120,2023-06-08 00:11:00,88.24,32.0
5121,2023-06-08 00:12:00,88.31,32.02
5122,2023-06-08 00:13:00,88.32,32.0
5123,2023-06-08 00:14:00,88.38,32.0
5124,2023-06-08 00:15:00,88.39,32.0
5125,2023-06-08 00:16:00,88.49,32.03
5126,2023-06-08 00:17:00,88.53,32.03
5127,2023-06-08 00:18:00,88.57,32.07
5128,2023-06-08 00:19:00,88.54,32.07
5129,2023-06-08 00:20:00,88.53,32.06
5130,2023-06-08 00:21:00,88.6,32.08
5131,2023-06-08 00:22:00,88.56,32.09
5132,2023-06-08 00:23:00,88.62,32.09
5133,2023-06-08 00:24:00,88.63,32.09
5134,2023-06-08 00:25:00,88.54,32.09
5135,2023-06-08 00:26:00,88.58,32.09
5136,2023-06-08 00:27:00,88.57,32.08
5137,2023-06-08 00:28:00,88.61,32.09
5138,2023-06-08 00:29:00,88.58,32.09
5139,2023-06-08 00:30:00,88.61,32.09
5140,2023-06-08 00:31:00,88.79,32.14
5141,2023-06-08 00:32:00,88.78,32.11
5142,2023-06-08 00:33:00,88.79,32.12
5143,2023-06-08 00:34:00,88.82,32.12
5144,2023-06-08 00:35:00,88.75,32.12
5145,2023-06-08 00:36:00,88.75,32.09
5146,2023-06-08 00:37:00,88.8,32.1
5147,2023-06-08 00:38:00,88.77,32.1
5148,2023-06-08 00:39:00,88.78,32.1
5149,2023-06-08 00:40:00,88.76,32.1
5150,2023-06-08 00:41:00,88.82,32.09
5151,2023-06-08 00:42:00,88.82,32.1
5152,2023-06-08 00:43:00,88.83,32.1
5153,2023-06-08 00:44:00,88.8,32.1
5154,2023-06-08 00:45:00,88.86,32.1
5155,2023-06-08 00:46:00,88.89,32.1
5156,2023-06-08 00:47:00,88.89,32.1
5157,2023-06-08 00:48:00,88.88,32.1
5158,2023-06-08 00:49:00,88.9,32.1
5159,2023-06-08 00:50:00,88.85,32.1
5160,2023-06-08 00:51:00,88.9,32.1
5161,2023-06-08 00:52:00,88.95,32.09
5162,2023-06-08 00:53:00,88.96,32.13
5163,2023-06-08 00:54:00,88.94,32.13
5164,2023-06-08 00:55:00,88.85,32.12
5165,2023-06-08 00:56:00,88.81,32.1
5166,2023-06-08 00:57:00,88.85,32.1
5167,2023-06-08 00:58:00,88.86,32.1
5168,2023-06-08 00:59:00,88.85,32.1
5169,2023-06-08 01:00:00,88.79,32.08
5170,2023-06-08 01:01:00,88.79,32.07
5171,2023-06-08 01:02:00,88.75,32.07
5172,2023-06-08 01:03:00,88.71,32.11
5173,2023-06-08 01:04:00,88.75,32.11
5174,2023-06-08 01:05:00,88.81,32.12
5175,2023-06-08 01:06:00,88.64,32.13
5176,2023-06-08 01:07:00,88.58,32.09
5177,2023-06-08 01:08:00,88.68,32.09
5178,2023-06-08 01:09:00,88.66,32.09
5179,2023-06-08 01:10:00,88.86,32.13
5180,2023-06-08 01:11:00,88.89,32.17
5181,2023-06-08 01:12:00,88.83,32.17
5182,2023-06-08 01:13:00,88.73,32.16
5183,2023-06-08 01:14:00,88.63,32.19
5184,2023-06-08 01:15:00,88.62,32.33
5185,2023-06-08 01:16:00,88.63,32.31
5186,2023-06-08 01:17:00,88.74,32.33
5187,2023-06-08 01:18:00,88.79,32.33
5188,2023-06-08 01:19:00,88.82,32.33
5189,2023-06-08 01:20:00,88.87,32.3
5190,2023-06-08 01:21:00,88.76,32.23
5191,2023-06-08 01:22:00,88.82,32.21
5192,2023-06-08 01:23:00,88.85,32.21
5193,2023-06-08 01:24:00,88.87,32.21
5194,2023-06-08 01:25:00,88.81,32.2
5195,2023-06-08 01:26:00,88.88,32.21
5196,2023-06-08 01:27:00,88.85,32.21
5197,2023-06-08 01:28:00,88.89,32.22
5198,2023-06-08 01:29:00,88.9,32.22
5199,2023-06-08 01:30:00,88.88,32.26
5200,2023-06-08 01:31:00,88.93,32.22
5201,2023-06-08 01:32:00,88.84,32.22
5202,2023-06-08 01:33:00,88.97,32.24
5203,2023-06-08 01:34:00,89.04,32.25
5204,2023-06-08 01:35:00,89.1,32.25
5205,2023-06-08 01:36:00,89.14,32.24
5206,2023-06-08 01:37:00,89.18,32.28
5207,2023-06-08 01:38:00,89.16,32.31
5208,2023-06-08 01:39:00,89.13,32.27
5209,2023-06-08 01:40:00,89.11,32.26
5210,2023-06-08 01:41:00,89.14,32.26
5211,2023-06-08 01:42:00,89.15,32.27
5212,2023-06-08 01:43:00,89.03,32.27
5213,2023-06-08 01:44:00,89.02,32.27
5214,2023-06-08 01:45:00,88.95,32.27
5215,2023-06-08 01:46:00,88.97,32.25
5216,2023-06-08 01:47:00,89.03,32.28
5217,2023-06-08 01:48:00,89.02,32.28
5218,2023-06-08 01:49:00,89.02,32.28
5219,2023-06-08 01:50:00,88.92,32.28
5220,2023-06-08 01:51:00,89.0,32.26
5221,2023-06-08 01:52:00,89.05,32.27
5222,2023-06-08 01:53:00,89.14,32.29
5223,2023-06-08 01:54:00,89.17,32.29
5224,2023-06-08 01:55:00,89.12,32.29
5225,2023-06-08 01:56:00,89.04,32.28
5226,2023-06-08 01:57:00,89.01,32.27
5227,2023-06-08 01:58:00,89.0,32.26
5228,2023-06-08 01:59:00,89.02,32.26
5229,2023-06-08 02:00:00,88.92,32.29
5230,2023-06-08 02:01:00,88.97,32.26
5231,2023-06-08 02:02:00,88.98,32.26
5232,2023-06-08 02:03:00,88.99,32.26
5233,2023-06-08 02:04:00,89.01,32.26
5234,2023-06-08 02:05:00,89.1,32.3
5235,2023-06-08 02:06:00,89.13,32.29
5236,2023-06-08 02:07:00,89.13,32.29
5237,2023-06-08 02:08:00,89.2,32.29
5238,2023-06-08 02:09:00,89.19,32.29
5239,2023-06-08 02:10:00,89.22,32.29
5240,2023-06-08 02:11:00,89.21,32.3
5241,2023-06-08 02:12:00,89.24,32.3
5242,2023-06-08 02:13:00,89.21,32.34
5243,2023-06-08 02:14:00,89.25,32.34
5244,2023-06-08 02:15:00,89.24,32.34
5245,2023-06-08 02:16:00,89.16,32.33
5246,2023-06-08 02:17:00,89.15,32.33
5247,2023-06-08 02:18:00,89.18,32.33
5248,2023-06-08 02:19:00,89.21,32.33
5249,2023-06-08 02:20:00,89.18,32.33
5250,2023-06-08 02:21:00,89.22,32.32
5251,2023-06-08 02:22:00,89.23,32.32
5252,2023-06-08 02:23:00,89.24,32.34
5253,2023-06-08 02:24:00,89.26,32.34
5254,2023-06-08 02:25:00,89.26,32.34
5255,2023-06-08 02:26:00,89.22,32.34
5256,2023-06-08 02:27:00,89.23,32.33
5257,2023-06-08 02:28:00,89.27,32.34
5258,2023-06-08 02:29:00,89.36,32.35
5259,2023-06-08 02:30:00,89.26,32.34
5260,2023-06-08 02:31:00,89.2,32.34
5261,2023-06-08 02:32:00,89.38,32.33
5262,2023-06-08 02:33:00,89.4,32.34
5263,2023-06-08 02:34:00,89.4,32.34
5264,2023-06-08 02:35:00,89.37,32.35
5265,2023-06-08 02:36:00,89.36,32.35
5266,2023-06-08 02:37:00,89.43,32.35
5267,2023-06-08 02:38:00,89.52,32.35
5268,2023-06-08 02:39:00,89.48,32.35
5269,2023-06-08 02:40:00,89.46,32.35
5270,2023-06-08 02:41:00,89.41,32.33
5271,2023-06-08 02:42:00,89.45,32.33
5272,2023-06-08 02:43:00,89.43,32.33
5273,2023-06-08 02:44:00,89.46,32.33
5274,2023-06-08 02:45:00,89.46,32.34
5275,2023-06-08 02:46:00,89.42,32.32
5276,2023-06-08 02:47:00,89.36,32.32
5277,2023-06-08 02:48:00,89.32,32.31
5278,2023-06-08 02:49:00,89.28,32.28
5279,2023-06-08 02:50:00,89.25,32.26
5280,2023-06-08 02:51:00,89.32,32.25
5281,2023-06-08 02:52:00,89.31,32.26
5282,2023-06-08 02:53:00,89.29,32.25
5283,2023-06-08 02:54:00,89.35,32.25
5284,2023-06-08 02:55:00,89.35,32.26
5285,2023-06-08 02:56:00,89.33,32.24
5286,2023-06-08 02:57:00,89.32,32.24
5287,2023-06-08 02:58:00,89.31,32.24
5288,2023-06-08 02:59:00,89.3,32.24
5289,2023-06-08 03:00:00,89.27,32.25
5290,2023-06-08 03:01:00,89.27,32.25
5291,2023-06-08 03:02:00,89.25,32.24
5292,2023-06-08 03:03:00,89.24,32.24
5293,2023-06-08 03:04:00,89.17,32.24
5294,2023-06-08 03:05:00,89.14,32.21
5295,2023-06-08 03:06:00,89.22,32.22
5296,2023-06-08 03:07:00,89.12,32.21
5297,2023-06-08 03:08:00,89.1,32.17
5298,2023-06-08 03:09:00,89.08,32.17
5299,2023-06-08 03:10:00,89.15,32.15
5300,2023-06-08 03:11:00,89.12,32.15
5301,2023-06-08 03:12:00,89.09,32.12
5302,2023-06-08 03:13:00,89.01,32.12
5303,2023-06-08 03:14:00,89.09,32.14
5304,2023-06-08 03:15:00,89.02,32.12
5305,2023-06-08 03:16:00,89.06,32.12
5306,2023-06-08 03:17:00,89.1,32.13
5307,2023-06-08 03:18:00,89.06,32.13
5308,2023-06-08 03:19:00,89.06,32.13
5309,2023-06-08 03:20:00,89.08,32.13
5310,2023-06-08 03:21:00,89.18,32.18
5311,2023-06-08 03:22:00,89.2,32.18
5312,2023-06-08 03:23:00,89.2,32.18
5313,2023-06-08 03:24:00,89.22,32.18
5314,2023-06-08 03:25:00,89.21,32.18
5315,2023-06-08 03:26:00,89.19,32.15
5316,2023-06-08 03:27:00,89.25,32.15
5317,2023-06-08 03:28:00,89.26,32.15
5318,2023-06-08 03:29:00,89.29,32.16
5319,2023-06-08 03:30:00,89.23,32.16
5320,2023-06-08 03:31:00,89.28,32.16
5321,2023-06-08 03:32:00,89.23,32.16
5322,2023-06-08 03:33:00,89.18,32.14
5323,2023-06-08 03:34:00,89.17,32.14
5324,2023-06-08 03:35:00,89.22,32.14
5325,2023-06-08 03:36:00,89.14,32.1
5326,2023-06-08 03:37:00,89.17,32.09
5327,2023-06-08 03:38:00,89.21,32.09
5328,2023-06-08 03:39:00,89.23,32.11
5329,2023-06-08 03:40:00,89.24,32.11
5330,2023-06-08 03:41:00,89.18,32.08
5331,2023-06-08 03:42:00,89.2,32.08
5332,2023-06-08 03:43:00,89.22,32.08
5333,2023-06-08 03:44:00,89.22,32.08
5334,2023-06-08 03:45:00,89.12,32.06
5335,2023-06-08 03:46:00,89.07,32.06
5336,2023-06-08 03:47:00,89.05,32.05
5337,2023-06-08 03:48:00,89.03,32.04
5338,2023-06-08 03:49:00,89.05,32.04
5339,2023-06-08 03:50:00,89.07,32.04
5340,2023-06-08 03:51:00,89.08,32.05
5341,2023-06-08 03:52:00,89.06,32.05
5342,2023-06-08 03:53:00,89.06,32.05
5343,2023-06-08 03:54:00,89.04,32.05
5344,2023-06-08 03:55:00,89.09,32.05
5345,2023-06-08 03:56:00,89.03,32.04
5346,2023-06-08 03:57:00,88.93,32.05
5347,2023-06-08 03:58:00,88.91,32.03
5348,2023-06-08 03:59:00,88.89,32.02
5349,2023-06-08 04:00:00,88.86,32.03
5350,2023-06-08 04:01:00,88.92,32.02
5351,2023-06-08 04:02:00,88.82,31.98
5352,2023-06-08 04:03:00,88.76,31.98
5353,2023-06-08 04:04:00,88.8,31.96
5354,2023-06-08 04:05:00,88.72,31.96
5355,2023-06-08 04:06:00,88.67,31.96
5356,2023-06-08 04:07:00,88.65,31.98
5357,2023-06-08 04:08:00,88.65,31.97
5358,2023-06-08 04:09:00,88.48,31.92
5359,2023-06-08 04:10:00,88.42,31.89
5360,2023-06-08 04:11:00,88.39,31.89
5361,2023-06-08 04:12:00,88.46,31.9
5362,2023-06-08 04:13:00,88.5,31.88
5363,2023-06-08 04:14:00,88.49,31.88
5364,2023-06-08 04:15:00,88.48,31.89
5365,2023-06-08 04:16:00,88.59,31.91
5366,2023-06-08 04:17:00,88.58,31.93
5367,2023-06-08 04:18:00,88.57,31.93
5368,2023-06-08 04:19:00,88.63,31.93
5369,2023-06-08 04:20:00,88.48,31.92
5370,2023-06-08 04:21:00,88.52,31.92
5371,2023-06-08 04:22:00,88.49,31.85
5372,2023-06-08 04:23:00,88.39,31.81
5373,2023-06-08 04:24:00,88.27,31.8
5374,2023-06-08 04:25:00,88.26,31.81
5375,2023-06-08 04:26:00,88.28,31.79
