,Time,LTCUSDT,MDTUSDT
0,2023-06-04 10:51:00,96.41,0.05329
1,2023-06-04 10:52:00,96.4,0.05324
2,2023-06-04 10:53:00,96.38,0.05318
3,2023-06-04 10:54:00,96.28,0.05318
4,2023-06-04 10:55:00,96.22,0.053
5,2023-06-04 10:56:00,96.21,0.05293
6,2023-06-04 10:57:00,96.18,0.05294
7,2023-06-04 10:58:00,96.32,0.05294
8,2023-06-04 10:59:00,96.36,0.05295
9,2023-06-04 11:00:00,96.33,0.05298
10,2023-06-04 11:01:00,96.27,0.05298
11,2023-06-04 11:02:00,96.24,0.05301
12,2023-06-04 11:03:00,96.22,0.05301
13,2023-06-04 11:04:00,96.2,0.05306
14,2023-06-04 11:05:00,96.19,0.05306
15,2023-06-04 11:06:00,96.2,0.05305
16,2023-06-04 11:07:00,96.24,0.05305
17,2023-06-04 11:08:00,96.24,0.05305
18,2023-06-04 11:09:00,96.35,0.053
19,2023-06-04 11:10:00,96.26,0.05304
20,2023-06-04 11:11:00,96.28,0.05304
21,2023-06-04 11:12:00,96.38,0.05306
22,2023-06-04 11:13:00,96.35,0.05302
23,2023-06-04 11:14:00,96.35,0.05313
24,2023-06-04 11:15:00,96.36,0.05318
25,2023-06-04 11:16:00,96.35,0.05318
26,2023-06-04 11:17:00,96.32,0.05318
27,2023-06-04 11:18:00,96.28,0.0532
28,2023-06-04 11:19:00,96.23,0.05321
29,2023-06-04 11:20:00,96.31,0.05321
30,2023-06-04 11:21:00,96.35,0.05321
31,2023-06-04 11:22:00,96.31,0.05321
32,2023-06-04 11:23:00,96.32,0.05321
33,2023-06-04 11:24:00,96.28,0.05321
34,2023-06-04 11:25:00,96.31,0.05324
35,2023-06-04 11:26:00,96.4,0.05324
36,2023-06-04 11:27:00,96.43,0.05331
37,2023-06-04 11:28:00,96.44,0.05332
38,2023-06-04 11:29:00,96.45,0.05338
39,2023-06-04 11:30:00,96.38,0.05344
40,2023-06-04 11:31:00,96.38,0.05363
41,2023-06-04 11:32:00,96.33,0.05353
42,2023-06-04 11:33:00,96.34,0.05357
43,2023-06-04 11:34:00,96.4,0.05357
44,2023-06-04 11:35:00,96.36,0.05357
45,2023-06-04 11:36:00,96.37,0.05357
46,2023-06-04 11:37:00,96.33,0.05364
47,2023-06-04 11:38:00,96.33,0.05368
48,2023-06-04 11:39:00,96.32,0.05369
49,2023-06-04 11:40:00,96.27,0.05368
50,2023-06-04 11:41:00,96.21,0.05367
51,2023-06-04 11:42:00,96.27,0.05371
52,2023-06-04 11:43:00,96.25,0.05368
53,2023-06-04 11:44:00,96.23,0.05367
54,2023-06-04 11:45:00,96.32,0.05346
55,2023-06-04 11:46:00,96.34,0.05338
56,2023-06-04 11:47:00,96.37,0.05339
57,2023-06-04 11:48:00,96.43,0.05349
58,2023-06-04 11:49:00,96.43,0.05353
59,2023-06-04 11:50:00,96.43,0.05344
60,2023-06-04 11:51:00,96.45,0.05342
61,2023-06-04 11:52:00,96.47,0.05342
62,2023-06-04 11:53:00,96.48,0.05346
63,2023-06-04 11:54:00,96.45,0.05345
64,2023-06-04 11:55:00,96.45,0.05338
65,2023-06-04 11:56:00,96.35,0.05332
66,2023-06-04 11:57:00,96.34,0.05331
67,2023-06-04 11:58:00,96.34,0.05329
68,2023-06-04 11:59:00,96.36,0.05334
69,2023-06-04 12:00:00,96.33,0.05341
70,2023-06-04 12:01:00,96.31,0.05336
71,2023-06-04 12:02:00,96.27,0.05323
72,2023-06-04 12:03:00,96.27,0.05325
73,2023-06-04 12:04:00,96.23,0.05322
74,2023-06-04 12:05:00,96.28,0.05335
75,2023-06-04 12:06:00,96.29,0.05317
76,2023-06-04 12:07:00,96.34,0.05316
77,2023-06-04 12:08:00,96.28,0.05313
78,2023-06-04 12:09:00,96.31,0.05316
79,2023-06-04 12:10:00,96.29,0.05313
80,2023-06-04 12:11:00,96.3,0.05316
81,2023-06-04 12:12:00,96.29,0.05313
82,2023-06-04 12:13:00,96.29,0.05295
83,2023-06-04 12:14:00,96.26,0.05302
84,2023-06-04 12:15:00,96.23,0.05292
85,2023-06-04 12:16:00,96.18,0.05297
86,2023-06-04 12:17:00,96.19,0.05297
87,2023-06-04 12:18:00,96.1,0.05302
88,2023-06-04 12:19:00,96.13,0.05299
89,2023-06-04 12:20:00,96.13,0.05299
90,2023-06-04 12:21:00,96.16,0.05301
91,2023-06-04 12:22:00,96.21,0.05297
92,2023-06-04 12:23:00,96.17,0.05297
93,2023-06-04 12:24:00,96.14,0.05297
94,2023-06-04 12:25:00,96.15,0.05297
95,2023-06-04 12:26:00,96.26,0.05297
96,2023-06-04 12:27:00,96.35,0.05297
97,2023-06-04 12:28:00,96.33,0.05301
98,2023-06-04 12:29:00,96.31,0.05301
99,2023-06-04 12:30:00,96.29,0.05303
100,2023-06-04 12:31:00,96.3,0.05303
101,2023-06-04 12:32:00,96.29,0.05305
102,2023-06-04 12:33:00,96.31,0.05305
103,2023-06-04 12:34:00,96.34,0.05305
104,2023-06-04 12:35:00,96.37,0.05295
105,2023-06-04 12:36:00,96.28,0.0529
106,2023-06-04 12:37:00,96.27,0.0529
107,2023-06-04 12:38:00,96.25,0.05288
108,2023-06-04 12:39:00,96.14,0.05293
109,2023-06-04 12:40:00,96.1,0.05298
110,2023-06-04 12:41:00,96.15,0.05293
111,2023-06-04 12:42:00,96.22,0.05293
112,2023-06-04 12:43:00,96.16,0.05293
113,2023-06-04 12:44:00,96.05,0.05293
114,2023-06-04 12:45:00,96.07,0.05293
115,2023-06-04 12:46:00,96.11,0.05293
116,2023-06-04 12:47:00,96.11,0.05294
117,2023-06-04 12:48:00,96.16,0.05294
118,2023-06-04 12:49:00,96.21,0.0529
119,2023-06-04 12:50:00,96.24,0.05288
120,2023-06-04 12:51:00,96.08,0.05293
121,2023-06-04 12:52:00,96.1,0.05282
122,2023-06-04 12:53:00,96.12,0.05288
123,2023-06-04 12:54:00,96.15,0.0528
124,2023-06-04 12:55:00,96.14,0.0528
125,2023-06-04 12:56:00,96.16,0.05295
126,2023-06-04 12:57:00,96.17,0.05295
127,2023-06-04 12:58:00,96.32,0.05288
128,2023-06-04 12:59:00,96.34,0.05288
129,2023-06-04 13:00:00,96.32,0.05294
130,2023-06-04 13:01:00,96.32,0.05289
131,2023-06-04 13:02:00,96.32,0.05289
132,2023-06-04 13:03:00,96.33,0.05289
133,2023-06-04 13:04:00,96.29,0.05289
134,2023-06-04 13:05:00,96.28,0.05289
135,2023-06-04 13:06:00,96.29,0.05289
136,2023-06-04 13:07:00,96.29,0.05289
137,2023-06-04 13:08:00,96.3,0.05289
138,2023-06-04 13:09:00,96.26,0.05289
139,2023-06-04 13:10:00,96.28,0.0528
140,2023-06-04 13:11:00,96.32,0.0528
141,2023-06-04 13:12:00,96.32,0.05284
142,2023-06-04 13:13:00,96.35,0.05264
143,2023-06-04 13:14:00,96.36,0.05264
144,2023-06-04 13:15:00,96.36,0.05268
145,2023-06-04 13:16:00,96.26,0.0526
146,2023-06-04 13:17:00,96.21,0.05258
147,2023-06-04 13:18:00,96.23,0.05258
148,2023-06-04 13:19:00,96.12,0.05258
149,2023-06-04 13:20:00,96.18,0.05255
150,2023-06-04 13:21:00,96.11,0.05253
151,2023-06-04 13:22:00,96.14,0.05252
152,2023-06-04 13:23:00,96.14,0.05252
153,2023-06-04 13:24:00,96.23,0.05254
154,2023-06-04 13:25:00,96.24,0.05246
155,2023-06-04 13:26:00,96.23,0.05242
156,2023-06-04 13:27:00,96.19,0.0524
157,2023-06-04 13:28:00,96.14,0.05241
158,2023-06-04 13:29:00,96.11,0.05241
159,2023-06-04 13:30:00,96.08,0.05241
160,2023-06-04 13:31:00,95.83,0.05206
161,2023-06-04 13:32:00,95.96,0.05213
162,2023-06-04 13:33:00,95.96,0.05215
163,2023-06-04 13:34:00,95.97,0.05203
164,2023-06-04 13:35:00,96.07,0.05213
165,2023-06-04 13:36:00,96.06,0.05205
166,2023-06-04 13:37:00,96.06,0.05202
167,2023-06-04 13:38:00,95.99,0.05198
168,2023-06-04 13:39:00,95.91,0.05204
169,2023-06-04 13:40:00,95.94,0.05204
170,2023-06-04 13:41:00,95.94,0.05209
171,2023-06-04 13:42:00,95.94,0.0521
172,2023-06-04 13:43:00,96.02,0.05213
173,2023-06-04 13:44:00,96.04,0.0521
174,2023-06-04 13:45:00,96.01,0.05211
175,2023-06-04 13:46:00,96.05,0.05205
176,2023-06-04 13:47:00,96.06,0.05206
177,2023-06-04 13:48:00,96.07,0.05199
178,2023-06-04 13:49:00,96.06,0.05197
179,2023-06-04 13:50:00,96.06,0.05202
180,2023-06-04 13:51:00,96.12,0.05204
181,2023-06-04 13:52:00,96.11,0.05207
182,2023-06-04 13:53:00,96.11,0.05201
183,2023-06-04 13:54:00,96.12,0.05205
184,2023-06-04 13:55:00,96.17,0.05205
185,2023-06-04 13:56:00,96.19,0.05209
186,2023-06-04 13:57:00,96.17,0.05213
187,2023-06-04 13:58:00,96.17,0.05211
188,2023-06-04 13:59:00,96.18,0.05213
189,2023-06-04 14:00:00,96.21,0.05209
190,2023-06-04 14:01:00,96.24,0.05199
191,2023-06-04 14:02:00,96.2,0.05193
192,2023-06-04 14:03:00,96.13,0.05205
193,2023-06-04 14:04:00,96.16,0.05203
194,2023-06-04 14:05:00,96.18,0.05204
195,2023-06-04 14:06:00,96.18,0.05212
196,2023-06-04 14:07:00,96.26,0.05202
197,2023-06-04 14:08:00,96.21,0.05213
198,2023-06-04 14:09:00,96.2,0.05205
199,2023-06-04 14:10:00,96.18,0.05203
200,2023-06-04 14:11:00,96.16,0.05203
201,2023-06-04 14:12:00,96.11,0.05208
202,2023-06-04 14:13:00,96.12,0.05207
203,2023-06-04 14:14:00,96.12,0.05207
204,2023-06-04 14:15:00,96.22,0.05204
205,2023-06-04 14:16:00,96.25,0.05195
206,2023-06-04 14:17:00,96.19,0.05197
207,2023-06-04 14:18:00,96.21,0.05197
208,2023-06-04 14:19:00,96.2,0.05195
209,2023-06-04 14:20:00,96.15,0.05194
210,2023-06-04 14:21:00,96.15,0.05196
211,2023-06-04 14:22:00,96.15,0.05189
212,2023-06-04 14:23:00,96.17,0.05192
213,2023-06-04 14:24:00,96.16,0.05195
214,2023-06-04 14:25:00,96.12,0.05195
215,2023-06-04 14:26:00,96.11,0.05195
216,2023-06-04 14:27:00,96.09,0.05195
217,2023-06-04 14:28:00,96.08,0.052
218,2023-06-04 14:29:00,96.1,0.052
219,2023-06-04 14:30:00,96.17,0.052
220,2023-06-04 14:31:00,96.18,0.05195
221,2023-06-04 14:32:00,96.12,0.05192
222,2023-06-04 14:33:00,96.08,0.05189
223,2023-06-04 14:34:00,96.1,0.05189
224,2023-06-04 14:35:00,96.07,0.05189
225,2023-06-04 14:36:00,95.93,0.05191
226,2023-06-04 14:37:00,95.78,0.05181
227,2023-06-04 14:38:00,95.85,0.05182
228,2023-06-04 14:39:00,95.82,0.05182
229,2023-06-04 14:40:00,95.81,0.05182
230,2023-06-04 14:41:00,95.9,0.0519
231,2023-06-04 14:42:00,95.93,0.0518
232,2023-06-04 14:43:00,95.94,0.05176
233,2023-06-04 14:44:00,95.9,0.05179
234,2023-06-04 14:45:00,96.03,0.05181
235,2023-06-04 14:46:00,95.92,0.05176
236,2023-06-04 14:47:00,95.92,0.05182
237,2023-06-04 14:48:00,95.94,0.05191
238,2023-06-04 14:49:00,95.87,0.05173
239,2023-06-04 14:50:00,95.95,0.05182
240,2023-06-04 14:51:00,96.01,0.05182
241,2023-06-04 14:52:00,96.02,0.05182
242,2023-06-04 14:53:00,96.01,0.05182
243,2023-06-04 14:54:00,96.08,0.05176
244,2023-06-04 14:55:00,96.05,0.05176
245,2023-06-04 14:56:00,96.0,0.05174
246,2023-06-04 14:57:00,96.01,0.05173
247,2023-06-04 14:58:00,96.02,0.05175
248,2023-06-04 14:59:00,96.0,0.05179
249,2023-06-04 15:00:00,95.95,0.05177
250,2023-06-04 15:01:00,95.92,0.05176
251,2023-06-04 15:02:00,95.86,0.05173
252,2023-06-04 15:03:00,95.86,0.05173
253,2023-06-04 15:04:00,95.62,0.05169
254,2023-06-04 15:05:00,95.56,0.05161
255,2023-06-04 15:06:00,95.49,0.05154
256,2023-06-04 15:07:00,95.6,0.05158
257,2023-06-04 15:08:00,95.54,0.05152
258,2023-06-04 15:09:00,95.59,0.05157
259,2023-06-04 15:10:00,95.61,0.05157
260,2023-06-04 15:11:00,95.64,0.05154
261,2023-06-04 15:12:00,95.61,0.05156
262,2023-06-04 15:13:00,95.76,0.05128
263,2023-06-04 15:14:00,95.83,0.05129
264,2023-06-04 15:15:00,95.73,0.05106
265,2023-06-04 15:16:00,95.72,0.05105
266,2023-06-04 15:17:00,95.8,0.051
267,2023-06-04 15:18:00,95.81,0.0511
268,2023-06-04 15:19:00,95.8,0.05113
269,2023-06-04 15:20:00,95.8,0.05113
270,2023-06-04 15:21:00,95.78,0.05108
271,2023-06-04 15:22:00,95.79,0.05095
272,2023-06-04 15:23:00,95.82,0.05073
273,2023-06-04 15:24:00,95.78,0.05068
274,2023-06-04 15:25:00,95.73,0.05063
275,2023-06-04 15:26:00,95.59,0.05061
276,2023-06-04 15:27:00,95.55,0.05058
277,2023-06-04 15:28:00,95.56,0.05054
278,2023-06-04 15:29:00,95.57,0.05053
279,2023-06-04 15:30:00,95.45,0.05044
280,2023-06-04 15:31:00,95.39,0.05044
281,2023-06-04 15:32:00,95.34,0.05032
282,2023-06-04 15:33:00,95.49,0.05036
283,2023-06-04 15:34:00,95.49,0.05046
284,2023-06-04 15:35:00,95.55,0.0505
285,2023-06-04 15:36:00,95.53,0.05051
286,2023-06-04 15:37:00,95.52,0.05051
287,2023-06-04 15:38:00,95.61,0.05039
288,2023-06-04 15:39:00,95.65,0.05044
289,2023-06-04 15:40:00,95.59,0.05033
290,2023-06-04 15:41:00,95.64,0.05032
291,2023-06-04 15:42:00,95.64,0.05052
292,2023-06-04 15:43:00,95.56,0.05051
293,2023-06-04 15:44:00,95.61,0.0505
294,2023-06-04 15:45:00,95.66,0.05045
295,2023-06-04 15:46:00,95.8,0.05051
296,2023-06-04 15:47:00,95.78,0.05065
297,2023-06-04 15:48:00,95.79,0.05057
298,2023-06-04 15:49:00,95.81,0.05068
299,2023-06-04 15:50:00,95.81,0.05078
300,2023-06-04 15:51:00,95.84,0.05082
301,2023-06-04 15:52:00,95.83,0.05088
302,2023-06-04 15:53:00,95.88,0.05092
303,2023-06-04 15:54:00,95.95,0.05087
304,2023-06-04 15:55:00,95.96,0.05098
305,2023-06-04 15:56:00,95.86,0.05087
306,2023-06-04 15:57:00,95.84,0.05088
307,2023-06-04 15:58:00,95.82,0.0509
308,2023-06-04 15:59:00,95.81,0.05088
309,2023-06-04 16:00:00,95.76,0.05087
310,2023-06-04 16:01:00,95.77,0.05081
311,2023-06-04 16:02:00,95.86,0.05086
312,2023-06-04 16:03:00,95.8,0.0509
313,2023-06-04 16:04:00,95.8,0.05088
314,2023-06-04 16:05:00,95.74,0.05094
315,2023-06-04 16:06:00,95.79,0.05094
316,2023-06-04 16:07:00,95.8,0.05089
317,2023-06-04 16:08:00,95.72,0.05094
318,2023-06-04 16:09:00,95.57,0.0508
319,2023-06-04 16:10:00,95.6,0.05069
320,2023-06-04 16:11:00,95.52,0.05066
321,2023-06-04 16:12:00,95.54,0.05038
322,2023-06-04 16:13:00,95.43,0.05024
323,2023-06-04 16:14:00,95.44,0.05019
324,2023-06-04 16:15:00,95.44,0.05025
325,2023-06-04 16:16:00,95.42,0.05031
326,2023-06-04 16:17:00,95.32,0.05029
327,2023-06-04 16:18:00,95.44,0.05029
328,2023-06-04 16:19:00,95.47,0.05032
329,2023-06-04 16:20:00,95.48,0.05038
330,2023-06-04 16:21:00,95.45,0.05038
331,2023-06-04 16:22:00,95.52,0.0502
332,2023-06-04 16:23:00,95.56,0.05026
333,2023-06-04 16:24:00,95.49,0.0503
334,2023-06-04 16:25:00,95.47,0.05026
335,2023-06-04 16:26:00,95.55,0.0503
336,2023-06-04 16:27:00,95.55,0.0503
337,2023-06-04 16:28:00,95.6,0.05029
338,2023-06-04 16:29:00,95.64,0.05029
339,2023-06-04 16:30:00,95.64,0.0503
340,2023-06-04 16:31:00,95.76,0.05031
341,2023-06-04 16:32:00,95.51,0.05026
342,2023-06-04 16:33:00,95.55,0.05028
343,2023-06-04 16:34:00,95.51,0.0503
344,2023-06-04 16:35:00,95.47,0.05028
345,2023-06-04 16:36:00,95.45,0.05024
346,2023-06-04 16:37:00,95.44,0.05029
347,2023-06-04 16:38:00,95.47,0.0503
348,2023-06-04 16:39:00,95.45,0.05029
349,2023-06-04 16:40:00,95.51,0.0503
350,2023-06-04 16:41:00,95.52,0.05033
351,2023-06-04 16:42:00,95.55,0.05033
352,2023-06-04 16:43:00,95.49,0.05044
353,2023-06-04 16:44:00,95.52,0.05048
354,2023-06-04 16:45:00,95.56,0.05045
355,2023-06-04 16:46:00,95.58,0.05052
356,2023-06-04 16:47:00,95.52,0.05047
357,2023-06-04 16:48:00,95.53,0.05049
358,2023-06-04 16:49:00,95.55,0.05048
359,2023-06-04 16:50:00,95.64,0.05049
360,2023-06-04 16:51:00,95.67,0.05048
361,2023-06-04 16:52:00,95.71,0.05039
362,2023-06-04 16:53:00,95.75,0.05038
363,2023-06-04 16:54:00,95.79,0.05037
364,2023-06-04 16:55:00,95.74,0.05036
365,2023-06-04 16:56:00,95.67,0.05037
366,2023-06-04 16:57:00,95.63,0.05037
367,2023-06-04 16:58:00,95.64,0.05043
368,2023-06-04 16:59:00,95.52,0.05044
369,2023-06-04 17:00:00,95.49,0.05049
370,2023-06-04 17:01:00,95.48,0.05041
371,2023-06-04 17:02:00,95.53,0.05048
372,2023-06-04 17:03:00,95.49,0.05042
373,2023-06-04 17:04:00,95.44,0.05042
374,2023-06-04 17:05:00,95.4,0.05081
375,2023-06-04 17:06:00,95.25,0.05073
376,2023-06-04 17:07:00,95.26,0.05065
377,2023-06-04 17:08:00,95.37,0.05071
378,2023-06-04 17:09:00,95.39,0.05072
379,2023-06-04 17:10:00,95.35,0.05067
380,2023-06-04 17:11:00,95.33,0.05067
381,2023-06-04 17:12:00,95.46,0.0508
382,2023-06-04 17:13:00,95.44,0.05076
383,2023-06-04 17:14:00,95.47,0.05071
384,2023-06-04 17:15:00,95.53,0.05071
385,2023-06-04 17:16:00,95.54,0.05074
386,2023-06-04 17:17:00,95.53,0.05057
387,2023-06-04 17:18:00,95.5,0.05057
388,2023-06-04 17:19:00,95.5,0.05063
389,2023-06-04 17:20:00,95.41,0.05066
390,2023-06-04 17:21:00,95.4,0.0506
391,2023-06-04 17:22:00,95.48,0.0506
392,2023-06-04 17:23:00,95.56,0.05049
393,2023-06-04 17:24:00,95.65,0.05048
394,2023-06-04 17:25:00,95.45,0.05044
395,2023-06-04 17:26:00,95.46,0.05049
396,2023-06-04 17:27:00,95.43,0.05049
397,2023-06-04 17:28:00,95.4,0.05049
398,2023-06-04 17:29:00,95.43,0.05049
399,2023-06-04 17:30:00,95.37,0.05054
400,2023-06-04 17:31:00,95.37,0.05048
401,2023-06-04 17:32:00,95.42,0.05052
402,2023-06-04 17:33:00,95.52,0.05051
403,2023-06-04 17:34:00,95.51,0.05043
404,2023-06-04 17:35:00,95.53,0.05045
405,2023-06-04 17:36:00,95.56,0.05045
406,2023-06-04 17:37:00,95.59,0.05049
407,2023-06-04 17:38:00,95.59,0.05047
408,2023-06-04 17:39:00,95.56,0.05047
409,2023-06-04 17:40:00,95.59,0.05028
410,2023-06-04 17:41:00,95.56,0.05026
411,2023-06-04 17:42:00,95.6,0.05028
412,2023-06-04 17:43:00,95.57,0.05026
413,2023-06-04 17:44:00,95.64,0.05014
414,2023-06-04 17:45:00,95.75,0.05019
415,2023-06-04 17:46:00,95.75,0.05018
416,2023-06-04 17:47:00,95.77,0.05023
417,2023-06-04 17:48:00,95.85,0.05023
418,2023-06-04 17:49:00,95.81,0.05021
419,2023-06-04 17:50:00,95.83,0.05029
420,2023-06-04 17:51:00,95.81,0.05028
421,2023-06-04 17:52:00,95.8,0.05032
422,2023-06-04 17:53:00,95.81,0.05032
423,2023-06-04 17:54:00,95.86,0.05027
424,2023-06-04 17:55:00,95.85,0.05028
425,2023-06-04 17:56:00,95.82,0.05024
426,2023-06-04 17:57:00,95.78,0.05023
427,2023-06-04 17:58:00,95.79,0.05022
428,2023-06-04 17:59:00,95.8,0.05019
429,2023-06-04 18:00:00,95.9,0.05017
430,2023-06-04 18:01:00,95.92,0.05031
431,2023-06-04 18:02:00,95.85,0.05034
432,2023-06-04 18:03:00,95.9,0.0502
433,2023-06-04 18:04:00,95.96,0.05017
434,2023-06-04 18:05:00,95.9,0.05005
435,2023-06-04 18:06:00,95.87,0.05005
436,2023-06-04 18:07:00,95.93,0.05005
437,2023-06-04 18:08:00,95.89,0.05005
438,2023-06-04 18:09:00,95.89,0.05005
439,2023-06-04 18:10:00,95.91,0.05005
440,2023-06-04 18:11:00,95.88,0.05004
441,2023-06-04 18:12:00,95.84,0.05004
442,2023-06-04 18:13:00,95.8,0.05032
443,2023-06-04 18:14:00,95.81,0.05035
444,2023-06-04 18:15:00,95.92,0.05035
445,2023-06-04 18:16:00,95.94,0.05035
446,2023-06-04 18:17:00,95.92,0.0503
447,2023-06-04 18:18:00,95.96,0.05018
448,2023-06-04 18:19:00,95.95,0.05013
449,2023-06-04 18:20:00,95.96,0.05013
450,2023-06-04 18:21:00,95.98,0.05013
451,2023-06-04 18:22:00,96.0,0.05022
452,2023-06-04 18:23:00,95.91,0.05022
453,2023-06-04 18:24:00,95.93,0.05022
454,2023-06-04 18:25:00,95.9,0.05022
455,2023-06-04 18:26:00,95.94,0.05017
456,2023-06-04 18:27:00,96.0,0.05024
457,2023-06-04 18:28:00,95.99,0.05027
458,2023-06-04 18:29:00,96.2,0.05015
459,2023-06-04 18:30:00,96.12,0.05015
460,2023-06-04 18:31:00,96.09,0.05013
461,2023-06-04 18:32:00,96.01,0.05007
462,2023-06-04 18:33:00,96.08,0.05011
463,2023-06-04 18:34:00,96.03,0.05007
464,2023-06-04 18:35:00,96.01,0.05
465,2023-06-04 18:36:00,96.09,0.05003
466,2023-06-04 18:37:00,96.18,0.05004
467,2023-06-04 18:38:00,96.16,0.05001
468,2023-06-04 18:39:00,96.11,0.05002
469,2023-06-04 18:40:00,96.03,0.04982
470,2023-06-04 18:41:00,96.06,0.04968
471,2023-06-04 18:42:00,96.07,0.04972
472,2023-06-04 18:43:00,96.03,0.04977
473,2023-06-04 18:44:00,96.01,0.04977
474,2023-06-04 18:45:00,96.01,0.04978
475,2023-06-04 18:46:00,96.01,0.04973
476,2023-06-04 18:47:00,96.01,0.04972
477,2023-06-04 18:48:00,96.01,0.04971
478,2023-06-04 18:49:00,95.98,0.0497
479,2023-06-04 18:50:00,95.95,0.04969
480,2023-06-04 18:51:00,95.91,0.0497
481,2023-06-04 18:52:00,95.97,0.04966
482,2023-06-04 18:53:00,95.88,0.04971
483,2023-06-04 18:54:00,95.88,0.04971
484,2023-06-04 18:55:00,95.87,0.04968
485,2023-06-04 18:56:00,95.91,0.04967
486,2023-06-04 18:57:00,95.84,0.04967
487,2023-06-04 18:58:00,95.83,0.04964
488,2023-06-04 18:59:00,95.76,0.04955
489,2023-06-04 19:00:00,95.8,0.0494
490,2023-06-04 19:01:00,95.82,0.04941
491,2023-06-04 19:02:00,95.84,0.04944
492,2023-06-04 19:03:00,95.81,0.04947
493,2023-06-04 19:04:00,95.89,0.04947
494,2023-06-04 19:05:00,95.78,0.04947
495,2023-06-04 19:06:00,95.77,0.04945
496,2023-06-04 19:07:00,95.8,0.0495
497,2023-06-04 19:08:00,95.77,0.04953
498,2023-06-04 19:09:00,95.8,0.0494
499,2023-06-04 19:10:00,95.83,0.04947
500,2023-06-04 19:11:00,95.93,0.04946
501,2023-06-04 19:12:00,95.95,0.04947
502,2023-06-04 19:13:00,96.0,0.04953
503,2023-06-04 19:14:00,95.93,0.04959
504,2023-06-04 19:15:00,95.98,0.04952
505,2023-06-04 19:16:00,95.84,0.04952
506,2023-06-04 19:17:00,95.82,0.04973
507,2023-06-04 19:18:00,95.85,0.04982
508,2023-06-04 19:19:00,95.85,0.04981
509,2023-06-04 19:20:00,95.88,0.04975
510,2023-06-04 19:21:00,95.84,0.04976
511,2023-06-04 19:22:00,95.92,0.04977
512,2023-06-04 19:23:00,95.92,0.04988
513,2023-06-04 19:24:00,95.88,0.04985
514,2023-06-04 19:25:00,95.84,0.04988
515,2023-06-04 19:26:00,95.84,0.04988
516,2023-06-04 19:27:00,95.87,0.0499
517,2023-06-04 19:28:00,95.81,0.04971
518,2023-06-04 19:29:00,95.82,0.04954
519,2023-06-04 19:30:00,95.77,0.04957
520,2023-06-04 19:31:00,95.75,0.04948
521,2023-06-04 19:32:00,95.75,0.04946
522,2023-06-04 19:33:00,95.69,0.0494
523,2023-06-04 19:34:00,95.6,0.04941
524,2023-06-04 19:35:00,95.63,0.04939
525,2023-06-04 19:36:00,95.61,0.04935
526,2023-06-04 19:37:00,95.61,0.04934
527,2023-06-04 19:38:00,95.58,0.0494
528,2023-06-04 19:39:00,95.6,0.04938
529,2023-06-04 19:40:00,95.59,0.04938
530,2023-06-04 19:41:00,95.63,0.0493
531,2023-06-04 19:42:00,95.61,0.04927
532,2023-06-04 19:43:00,95.63,0.04924
533,2023-06-04 19:44:00,95.53,0.04927
534,2023-06-04 19:45:00,95.53,0.04925
535,2023-06-04 19:46:00,95.52,0.04924
536,2023-06-04 19:47:00,95.61,0.04924
537,2023-06-04 19:48:00,95.62,0.04921
538,2023-06-04 19:49:00,95.61,0.04906
539,2023-06-04 19:50:00,95.61,0.04907
540,2023-06-04 19:51:00,95.61,0.04902
541,2023-06-04 19:52:00,95.61,0.049
542,2023-06-04 19:53:00,95.61,0.049
543,2023-06-04 19:54:00,95.6,0.04898
544,2023-06-04 19:55:00,95.57,0.049
545,2023-06-04 19:56:00,95.53,0.049
546,2023-06-04 19:57:00,95.46,0.04897
547,2023-06-04 19:58:00,95.49,0.04899
548,2023-06-04 19:59:00,95.55,0.04901
549,2023-06-04 20:00:00,95.5,0.04905
550,2023-06-04 20:01:00,95.46,0.04903
551,2023-06-04 20:02:00,95.44,0.04914
552,2023-06-04 20:03:00,95.45,0.04907
553,2023-06-04 20:04:00,95.45,0.04902
554,2023-06-04 20:05:00,95.44,0.04901
555,2023-06-04 20:06:00,95.42,0.04912
556,2023-06-04 20:07:00,95.49,0.04906
557,2023-06-04 20:08:00,95.49,0.04911
558,2023-06-04 20:09:00,95.51,0.04912
559,2023-06-04 20:10:00,95.5,0.04908
560,2023-06-04 20:11:00,95.45,0.049
561,2023-06-04 20:12:00,95.52,0.049
562,2023-06-04 20:13:00,95.52,0.04908
563,2023-06-04 20:14:00,95.49,0.04909
564,2023-06-04 20:15:00,95.57,0.04909
565,2023-06-04 20:16:00,95.61,0.04904
566,2023-06-04 20:17:00,95.6,0.049
567,2023-06-04 20:18:00,95.56,0.04904
568,2023-06-04 20:19:00,95.52,0.04913
569,2023-06-04 20:20:00,95.56,0.04921
570,2023-06-04 20:21:00,95.56,0.04922
571,2023-06-04 20:22:00,95.61,0.04926
572,2023-06-04 20:23:00,95.64,0.04931
573,2023-06-04 20:24:00,95.62,0.04927
574,2023-06-04 20:25:00,95.66,0.04927
575,2023-06-04 20:26:00,95.66,0.0492
576,2023-06-04 20:27:00,95.71,0.04919
577,2023-06-04 20:28:00,95.72,0.04918
578,2023-06-04 20:29:00,95.72,0.04918
579,2023-06-04 20:30:00,95.65,0.04918
580,2023-06-04 20:31:00,95.63,0.04916
581,2023-06-04 20:32:00,95.61,0.04911
582,2023-06-04 20:33:00,95.65,0.04906
